id,text,data,label,score,info
1592974052797447,2018年想有能力搬到离我家坐地铁20分钟那里的80多层高的豪华公寓楼的60层以上的1300尺以上实用面积的海景豪华公寓去住，哪怕是租也行……白日梦做得像我这么具体的，应该也不多吧😂😂,2018年 想 有 能力 搬到 离 我家 坐 地铁 20 分钟 那里 的 80 多 层高 的 豪华 公寓楼 的 60 层 以上 的 1300 尺 以上 实用面积 的 海景 豪华 公寓 去 住 ， 哪怕 是 租 也 行… … 白日梦 做 得 像 我 这么 具体 的 ， 应该 也 不多 吧 😂 😂,0,0.0006017530104145408,
1594924412728327,我关心的是处理结果，老头赔钱了吗？,我 关心 的 是 处理 结果 ， 老头 赔钱 了 吗 ？,0,0.10908033698797226,
1593928891499528,我对香蕉过敏，我已吃香蕉嘴就会起泡。,我 对 香蕉 过敏 ， 我 已 吃 香蕉 嘴 就 会 起泡 。,0,0.1634146273136139,
1593901839779848,地球：感觉身体被掏空,地球 ： 感觉 身体 被 掏空,0,0.0552833266556263,
1593903015497735,也不知道这孩子身体怎么样了？估计是被掏空的咯,也 不 知道 这 孩子 身体 怎么样 了 ？ 估计 是 被 掏空 的 咯,0,0.11386800557374954,
1593903288309763,身体被掏空,身体 被 掏空,0,0.13923834264278412,
1593890469317646,不是说糖尿病人不能吃香蕉吗？整天瞎咧咧狗屁专家都不知道听说的,不是 说 糖尿病 人 不能 吃 香蕉 吗 ？ 整天 瞎 咧咧 狗屁 专家 都 不 知道 听说 的,0,0.21667443215847015,
1593897168731150,来 吃根香蕉  别生气,来 吃 根 香蕉   别 生气,0,0.17694750428199768,
1593897221136388,跟女人比吃香蕉,跟 女人 比 吃 香蕉,0,0.4450046718120575,
1593886785253383,肯定被彩礼掏空了,肯定 被 彩礼 掏空 了,0,0.22849060595035553,
1593973405189188,感觉身体被掏空,感觉 身体 被 掏空,0,0.10576324164867401,
