id,text,data,label,score,info
56641070484,麻痹的，骗子,麻痹 的 ， 骗子,1,0.9984069466590881,
56628889498,操你妈小编，这个标题上的图片说让农民发家致富了。而同样一个图片，在另一个标题中说的是，愁坏了果农，苹果卖不出去i。,操你妈 小编 ， 这个 标题 上 的 图片 说 让 农民 发家致富 了 。 而 同样 一个 图片 ， 在 另一个 标题 中说 的 是 ， 愁 坏 了 果农 ， 苹果 卖不出去 i 。,1,1.0,
56630578460,川普看三胖子 就小逼仔子 一天不够你得瑟的  拒签 就不给你面子,川普 看 三 胖子 就 小 逼 仔 子 一天 不够 你 得瑟 的   拒签 就 不 给你 面子,1,0.999853253364563,
56685630162,兄弟们，我有三甲医院的早泄证明，我先上，不耽误大家的时间！,兄弟们 ， 我 有 三甲医院 的 早泄 证明 ， 我 先 上 ， 不 耽误 大家 的 时间 ！,1,0.9990630745887756,
56625644424,我草 ，妹子胸是平的！,我 草 ， 妹子 胸 是 平 的 ！,1,0.9999971389770508,
56670395913,他就是这么干你的,他 就是 这么 干 你 的,1,0.36480000615119934,
56682883852,屁股真翘,屁股 真 翘,1,0.9731006026268005,
56628888141,我就想问一下，拖着另一个女人胸的，是男的女的。。。,我 就 想 问 一下 ， 拖 着 另一个 女人 胸 的 ， 是 男 的 女 的 。 。 。,1,0.9999943971633911,
56714954894,周烂货阳痿，娶老婆有个毛用。,周 烂货 阳痿 ， 娶 老婆 有 个 毛 用 。,1,0.9936679005622864,
56641741251,爽死了,爽死 了,1,0.2757343351840973,
56713530879,我总感觉同性恋都很脏，你想想啊，那个进入后面，天啊,我 总 感觉 同性恋 都 很脏 ， 你 想想 啊 ， 那个 进入 后面 ， 天啊,1,0.20852962136268616,
56698772496,这歌以前哥吹箫，单音,这歌 以前 哥 吹箫 ， 单音,1,0.9039347767829895,
56679208261,尼玛的叛逃韩国做鸡，真是奇葩,尼玛 的 叛逃 韩国 做 鸡 ， 真是 奇葩,1,0.845392107963562,
56647387032,有头脑才会这么说，愣的只会说你在打我一下试试，啪啪又是两巴掌，哎呀卧槽你还没完没了，你等我一会停车打死你，啪啪又是两巴掌，一脚急刹车司机过去就是两个电炮，然后泼妇你等着我报警，结果司机赔钱拘留！,有 头脑 才 会 这么 说 ， 愣 的 只会 说 你 在 打 我 一下 试试 ， 啪啪 又 是 两 巴掌 ， 哎呀 卧槽 你 还 没完没了 ， 你等 我 一会 停车 打死 你 ， 啪啪 又 是 两 巴掌 ， 一脚 急刹车 司机 过去 就是 两个 电炮 ， 然后 泼妇 你 等着我 报警 ， 结果 司机 赔钱 拘留 ！,1,0.7484362125396729,
56711967406,典型的抄袭文章，把老外的东西说成自己的，不要逼脸。,典型 的 抄袭 文章 ， 把 老外 的 东西 说 成 自己 的 ， 不要 逼 脸 。,1,0.999891996383667,
